NumberShares,EntryDate,EntryPrice,ExpiryDate,ExitPrice,SpotPrice_Close,Strike,Premium,Outcome,PnL_Call,PnL_Stock,PnL_Realized,PnL_Unrealized,PnL_Total,PnL_Percent,PnL_Call_Position,PnL_Stock_Position,PnL_Realized_Position,PnL_Unrealized_Position,PnL_Total_position,Ticker,Volatility,Vol_ZScore,MaxCorrelation,Sector
808.1063413986033,2015-07-13,12.374608993530272,2015-08-11,12.144795417785645,12.144795417785645,12.622101173400877,0.2180925183852933,Not Called,0.2180925183852933,-0.22981357574462713,0.2180925183852933,-0.22981357574462713,-0.01172105735933382,-1.172105735933382e-06,176.241947118747,-185.71380789872143,176.241947118747,-185.71380789872143,-9.471860779974428,NWS,0.2226603337356689,0.0436683193537607,1.0,Communication Services
335.4825268024232,2015-07-13,29.807811737060547,2015-08-11,29.47731590270996,29.47731590270996,30.40396797180176,0.3753955552357038,Not Called,0.3753955552357038,-0.33049583435058594,0.3753955552357038,-0.33049583435058594,0.044899720885117844,4.489972088511785e-06,125.93864942087254,-110.87557760560966,125.93864942087254,-110.87557760560966,15.063071815262868,IP,0.1766273855225815,-0.7764438084471745,1.0,Consumer Cyclical
183.37976751963936,2015-07-13,54.53164291381836,2015-08-11,50.22465515136719,50.22465515136719,55.622275772094724,0.8947503101761001,Not Called,0.8947503101761001,-4.306987762451172,0.8947503101761001,-4.306987762451172,-3.412237452275072,-0.0003412237452275072,164.07910386821843,-789.8144145882276,164.07910386821843,-789.8144145882276,-625.7353107200091,YUM,0.2110647167029363,-0.5107613640678522,1.0,Consumer Cyclical
310.2673686535319,2015-07-13,32.23026657104492,2015-08-11,32.87487190246582,35.79618835449219,32.87487190246582,0.5643967138779136,Called,0.5643967138779136,0.6446053314208982,1.2090020452988117,0.0,1.2090020452988117,0.00012090020452988117,175.11388329160056,199.99999999999991,375.1138832916005,0.0,375.1138832916005,BAX,0.2195095152463962,2.170952566672788,1.0,Healthcare
231.73054747031347,2015-07-13,43.153568267822266,2015-08-11,40.98948287963867,40.98948287963867,44.01663963317871,1.674981726143674,Not Called,1.674981726143674,-2.1640853881835938,1.674981726143674,-2.1640853881835938,-0.48910366203991984,-4.891036620399199e-05,388.14443240204423,-501.48469177629,388.14443240204423,-501.48469177629,-113.3402593742458,LVS,0.4073213214932735,2.6572833386956813,0.3400824481251217,Consumer Cyclical
823.3979788045945,2015-08-11,12.144795417785645,2015-09-10,11.62329387664795,11.62329387664795,12.387691326141358,0.183205048787495,Not Called,0.183205048787495,-0.5215015411376953,0.183205048787495,-0.5215015411376953,-0.3382964923502003,-3.382964923502003e-05,150.8506668784205,-429.4033149162594,150.8506668784205,-429.4033149162594,-278.5526480378389,NWS,0.2000919472167557,-0.8895786893410091,1.0,Communication Services
339.24391328589934,2015-08-11,29.47731590270996,2015-09-10,26.301279067993164,26.301279067993164,30.06686222076416,0.5651437330746791,Not Called,0.5651437330746791,-3.176036834716797,0.5651437330746791,-3.176036834716797,-2.6108931016421177,-0.0002610893101642118,191.7215715772559,-1077.4511645494872,191.7215715772559,-1077.4511645494872,-885.7295929722313,IP,0.2357561990092698,0.851753345214468,1.0,Consumer Cyclical
199.10539892931024,2015-08-11,50.22465515136719,2015-09-10,48.036277770996094,48.036277770996094,51.22914825439453,1.0339768242352925,Not Called,1.0339768242352925,-2.1883773803710938,1.0339768242352925,-2.1883773803710938,-1.1544005561358013,-0.00011544005561358013,205.8703680730292,-435.7177513266655,205.8703680730292,-435.7177513266655,-229.8473832536363,YUM,0.250273054853787,0.3773831326935709,1.0,Consumer Cyclical
243.96501974333157,2015-08-11,40.98948287963867,2015-09-10,35.092918395996094,35.092918395996094,41.80927253723144,1.3916247452735675,Not Called,1.3916247452735675,-5.896564483642578,1.3916247452735675,-5.896564483642578,-4.504939738369011,-0.00045049397383690104,339.5077584559747,-1438.5554706696894,339.5077584559747,-1438.5554706696894,-1099.0477122137147,LVS,0.3654682459280137,0.6532289340477005,1.0,Consumer Cyclical
274.8845699559755,2015-08-11,36.37890625,2015-09-10,32.95051193237305,32.95051193237305,37.106484375,0.5713129172315394,Not Called,0.5713129172315394,-3.428394317626953,0.5713129172315394,-3.428394317626953,-2.8570814003954137,-0.00028570814003954135,157.04510556348555,-942.4126976403951,157.04510556348555,-942.4126976403951,-785.3675920769095,MOS,0.2045497309629878,3.411898620871209,0.48934590313643805,Basic Materials
860.3413202939603,2015-09-10,11.62329387664795,2015-10-09,11.855759754180909,12.567410469055176,11.855759754180909,0.46317819944421945,Called,0.46317819944421945,0.23246587753295955,0.695644076977179,0.0,0.695644076977179,6.95644076977179e-05,398.49134364121903,200.0000000000005,598.4913436412195,0.0,598.4913436412195,NWS,0.4171535961450752,2.0727238365558844,1.0,Communication Services
380.2096458559427,2015-09-10,26.301279067993164,2015-10-09,26.827304649353028,27.18805313110352,26.827304649353028,0.750219024810729,Called,0.750219024810729,0.526025581359864,1.276244606170593,0.0,1.276244606170593,0.0001276244606170593,285.240509737678,200.00000000000026,485.2405097376782,0.0,485.2405097376782,IP,0.3204463199799786,1.5394092881913508,1.0,Consumer Cyclical
208.17599664306042,2015-09-10,48.036277770996094,2015-10-09,42.234642028808594,42.234642028808594,48.997003326416014,1.699277636771285,Not Called,1.699277636771285,-5.8016357421875,1.699277636771285,-5.8016357421875,-4.102358105416215,-0.0004102358105416215,353.7488156081267,-1207.7613027898842,353.7488156081267,-1207.7613027898842,-854.0124871817577,YUM,0.3788654125299627,1.929233715505542,1.0,Consumer Cyclical
284.9577765849461,2015-09-10,35.092918395996094,2015-10-09,35.79477676391602,35.91461181640625,35.79477676391602,1.1250666556221827,Called,1.1250666556221827,0.7018583679199253,1.826925023542108,0.0,1.826925023542108,0.0001826925023542108,320.59649269595843,200.00000000000097,520.5964926959593,0.0,520.5964926959593,LVS,0.3493058755703779,0.0697274974439281,1.0,Consumer Cyclical
303.4854214260402,2015-09-10,32.95051193237305,2015-10-09,28.33994483947754,28.33994483947754,33.60952217102051,1.0027955205557166,Not Called,1.0027955205557166,-4.610567092895508,1.0027955205557166,-4.610567092895508,-3.607771572339791,-0.0003607771572339791,304.333821159997,-1399.2398972004262,304.333821159997,-1399.2398972004262,-1094.9060760404293,MOS,0.3356111774498151,2.0969458837753594,1.0,Basic Materials
236.77245786004102,2015-10-09,42.234642028808594,2015-11-09,41.75763320922852,41.75763320922852,43.079334869384766,2.730257757313364,Not Called,2.730257757313364,-0.477008819580071,2.730257757313364,-0.477008819580071,2.253248937733293,0.0002253248937733293,646.4498397905286,-112.94255063289027,646.4498397905286,-112.94255063289027,533.5072891576383,YUM,0.6833325371118927,3.4083989698202606,1.0,Consumer Cyclical
352.8588378220836,2015-10-09,28.33994483947754,2015-11-09,27.262470245361328,27.262470245361328,28.90674373626709,1.1173944964011842,Not Called,1.1173944964011842,-1.077474594116211,1.1173944964011842,-1.077474594116211,0.03991990228497322,3.991990228497322e-06,394.2825233889142,-380.19643306266744,394.2825233889142,-380.19643306266744,14.08609032624679,MOS,0.4190142646409951,1.3100497697634348,1.0,Basic Materials
3717.47203988273,2015-10-09,2.690000057220459,2015-11-09,2.7438000583648683,3.0299999713897705,2.7438000583648683,0.19954564178253675,Called,0.19954564178253675,0.053800001144409304,0.25334564292694606,0.0,0.25334564292694606,2.5334564292694604e-05,741.8053440070354,200.00000000000045,941.8053440070358,0.0,941.8053440070358,SMCI,0.7411088857585404,3.2419734339997754,0.47158619321612155,Technology
150.6316907370681,2015-10-09,66.38709259033203,2015-11-09,60.41196823120117,60.41196823120117,67.71483444213867,6.178826455861355,Not Called,6.178826455861355,-5.975124359130859,6.178826455861355,-5.975124359130859,0.20370209673049544,2.0370209673049546e-05,930.7270758173222,-900.0430845801219,930.7270758173222,-900.0430845801219,30.683991237200324,WYNN,0.8320368712897943,2.8822689331006126,0.2545811842182279,Consumer Cyclical
278.4382036793134,2015-10-09,35.91461181640625,2015-11-09,35.63174819946289,35.63174819946289,36.632904052734375,1.9177881689182996,Not Called,1.9177881689182996,-0.2828636169433594,1.9177881689182996,-0.2828636169433594,1.6349245519749402,0.00016349245519749404,533.985492791051,-78.76003738794239,533.985492791051,-78.76003738794239,455.22545540310864,LVS,0.5263484932614364,2.578425735862923,0.8522652580118997,Consumer Cyclical
239.4771741466894,2015-11-09,41.75763320922852,2015-12-09,42.59278587341309,44.66249847412109,42.59278587341309,2.680601679767104,Called,2.680601679767104,0.8351526641845695,3.5157543439516736,0.0,3.5157543439516736,0.0003515754343951674,641.9429152834949,199.99999999999974,841.9429152834947,0.0,841.9429152834947,YUM,0.6799877837738312,1.175623865697986,1.0,Consumer Cyclical
366.80461858372814,2015-11-09,27.262470245361328,2015-12-09,25.984867095947266,25.984867095947266,27.807719650268556,1.2101045167007118,Not Called,1.2101045167007118,-1.2776031494140625,1.2101045167007118,-1.2776031494140625,-0.06749863271335066,-6.749863271335066e-06,443.8719256948513,-468.630735922195,443.8719256948513,-468.630735922195,-24.758810227343744,MOS,0.459658472940989,0.9976207373370124,1.0,Basic Materials
165.53011419408227,2015-11-09,60.41196823120117,2015-12-09,61.6202075958252,61.972145080566406,61.6202075958252,5.582332488399242,Called,5.582332488399242,1.2082393646240277,6.79057185302327,0.0,6.79057185302327,0.0006790571853023269,924.044134274062,200.0000000000007,1124.0441342740628,0.0,1124.0441342740628,WYNN,0.8271616725543136,1.0103879666259326,1.0,Consumer Cyclical
280.64859304744243,2015-11-09,35.63174819946289,2015-12-09,33.40715408325195,33.40715408325195,36.34438316345215,1.9872758613847505,Not Called,1.9872758613847505,-2.2245941162109375,1.9872758613847505,-2.2245941162109375,-0.23731825482618696,-2.3731825482618696e-05,557.7261744947745,-624.3292088162183,557.7261744947745,-624.3292088162183,-66.60303432144379,LVS,0.548906180703224,1.1955206877046856,1.0,Consumer Cyclical
297.836993826004,2015-11-09,33.57541275024414,2015-12-09,26.061607360839844,26.061607360839844,34.24692100524902,1.372088517017465,Not Called,1.372088517017465,-7.513805389404297,1.372088517017465,-7.513805389404297,-6.141716872386832,-0.0006141716872386832,408.65871917166174,-2237.889209373803,408.65871917166174,-2237.889209373803,-1829.2304902021415,EQT,0.4301815080315712,1.6578371685445534,0.5819848227216291,Energy
384.8393745127006,2015-12-09,25.984867095947266,2016-01-11,20.05317687988281,20.05317687988281,26.50456443786621,1.1614317823669715,Not Called,1.1614317823669715,-5.931690216064457,1.1614317823669715,-5.931690216064457,-4.770258433697485,-0.0004770258433697485,446.9646806652763,-2282.7479525533513,446.9646806652763,-2282.7479525533513,-1835.783271888075,MOS,0.4662370475572173,1.0752363991008138,1.0,Basic Materials
299.33708136525496,2015-12-09,33.40715408325195,2016-01-11,30.27711677551269,30.27711677551269,34.07529716491699,0.8516942377174956,Not Called,0.8516942377174956,-3.1300373077392614,0.8516942377174956,-3.1300373077392614,-2.2783430700217657,-0.00022783430700217658,254.9436673339608,-936.9362322630309,254.9436673339608,-936.9362322630309,-681.9925649290701,LVS,0.2956408991504083,-1.5554824709313428,1.0,Consumer Cyclical
383.7061874789041,2015-12-09,26.061607360839844,2016-01-11,26.46449279785156,26.46449279785156,26.58283950805664,0.712660825331513,Not Called,0.712660825331513,0.4028854370117152,0.712660825331513,0.4028854370117152,1.1155462623432282,0.00011155462623432282,273.45236825352407,154.5896350265374,273.45236825352407,154.5896350265374,428.04200328006146,EQT,0.3106180185072861,-1.360992796791215,1.0,Energy
1170.811141919828,2015-12-09,8.54108715057373,2016-01-11,8.282020568847656,8.282020568847656,8.711908893585205,0.74490745850937,Not Called,0.74490745850937,-0.2590665817260742,0.74490745850937,-0.2590665817260742,0.4858408767832958,4.858408767832958e-05,872.1459521219524,-303.31804038397144,872.1459521219524,-303.31804038397144,568.827911737981,NRG,0.8714167164786522,3.5378456385835286,0.3283929083144604,Utilities
180.53246001784223,2015-12-09,55.391700744628906,2016-01-11,54.52107620239258,54.52107620239258,56.49953475952149,1.141361310897146,Not Called,1.141361310897146,-0.8706245422363281,1.141361310897146,-0.8706245422363281,0.270736768660818,2.7073676866081796e-05,206.05276522545103,-157.1759903618321,206.05276522545103,-157.1759903618321,48.87677486361892,CBOE,0.2507220353698516,3.30434378685382,0.8601693513689995,Financial Services
498.6741033552605,2016-01-11,20.05317687988281,2016-02-10,19.73300170898437,19.73300170898437,20.454240417480467,0.9873105440334484,Not Called,0.9873105440334484,-0.3201751708984375,0.9873105440334484,-0.3201751708984375,0.6671353731350109,6.671353731350109e-05,492.34620027907437,-159.6630662643956,492.34620027907437,-159.6630662643956,332.6831340146787,MOS,0.502142295740059,2.2179448745185697,1.0,Basic Materials
330.28243984208325,2016-01-11,30.27711677551269,2016-02-10,30.882659111022946,31.16236114501953,30.882659111022946,1.2288468339727974,Called,1.2288468339727974,0.605542335510254,1.8343891694830514,0.0,1.8343891694830514,0.00018343891694830514,405.8665305167549,200.00000000000009,605.866530516755,0.0,605.866530516755,LVS,0.4312749217047499,0.2367471267639396,1.0,Consumer Cyclical
377.8647894892518,2016-01-11,26.46449279785156,2016-02-10,26.99378265380859,29.601961135864254,26.99378265380859,1.1863982041514038,Called,1.1863982041514038,0.5292898559570318,1.7156880601084357,0.0,1.7156880601084357,0.00017156880601084358,448.2981076620966,200.00000000000023,648.2981076620969,0.0,648.2981076620969,EQT,0.460569033598237,1.6254941314207574,1.0,Energy
1207.4348182150652,2016-01-11,8.282020568847656,2016-02-10,8.44766098022461,8.79141902923584,8.44766098022461,0.8835751087431776,Called,0.8835751087431776,0.16564041137695362,1.0492155201201312,0.0,1.0492155201201312,0.00010492155201201312,1066.8593508046752,200.00000000000063,1266.8593508046756,0.0,1266.8593508046756,NRG,1.0368694282793691,1.5960152810866786,1.0,Utilities
183.41530829065263,2016-01-11,54.52107620239258,2016-02-10,53.340145111083984,53.340145111083984,55.61149772644043,1.1027175007885717,Not Called,1.1027175007885717,-1.1809310913085938,1.1027175007885717,-1.1809310913085938,-0.07821359052002208,-7.821359052002208e-06,202.25527036463387,-216.60084018238257,202.25527036463387,-216.60084018238257,-14.345569817748716,CBOE,0.246768895737633,1.2560151581723096,1.0,Financial Services
506.76527309309625,2016-02-10,19.73300170898437,2016-03-11,20.127661743164058,24.433900833129883,20.127661743164058,1.1720632378653626,Called,1.1720632378653626,0.39466003417968665,1.5667232720450492,0.0,1.5667232720450492,0.00015667232720450493,593.9609468192191,199.9999999999996,793.9609468192187,0.0,793.9609468192187,MOS,0.589592678964753,1.9187958648337071,1.0,Basic Materials
187.47605540206936,2016-02-10,53.340145111083984,2016-03-11,54.406948013305666,56.5421142578125,54.406948013305666,1.2343194458725932,Called,1.2343194458725932,1.0668029022216814,2.3011223480942746,0.0,2.3011223480942746,0.00023011223480942747,231.40534081826183,200.0000000000003,431.4053408182622,0.0,431.4053408182622,CBOE,0.2702599013436202,1.5555510981868177,1.0,Financial Services
161.00022767175446,2016-02-10,62.11171340942383,2016-03-11,63.353947677612304,73.77544403076172,63.353947677612304,2.2489146429975264,Called,2.2489146429975264,1.2422342681884757,3.491148911186002,0.0,3.491148911186002,0.0003491148911186002,362.07576953694416,199.9999999999999,562.075769536944,0.0,562.075769536944,WAB,0.3807246150148364,5.303316540395114,0.6202840695733681,Industrials
643.9071455555758,2016-02-10,15.530189514160156,2016-03-11,15.840793304443359,18.646507263183597,15.840793304443359,0.9258625401718437,Called,0.9258625401718437,0.31060379028320284,1.2364663304550465,0.0,1.2364663304550465,0.00012364663304550465,596.1695054188865,199.99999999999983,796.1695054188863,0.0,796.1695054188863,DOC,0.6271572572862233,4.638290659599468,0.23523660203015692,Real Estate
162.67942464962152,2016-02-10,61.47058868408203,2016-03-11,62.70000045776367,66.5686264038086,62.70000045776367,1.5953956538929965,Called,1.5953956538929965,1.2294117736816403,2.824807427574637,0.0,2.824807427574637,0.0002824807427574637,259.53804706381936,199.99999999999997,459.53804706381936,0.0,459.53804706381936,HSIC,0.2918422860215497,3.55648370421542,0.5652384323876966,Healthcare
1434.3892783034696,2016-03-11,6.9716081619262695,2016-04-12,7.111040325164795,7.324517250061035,7.111040325164795,0.4172008088701147,Called,0.4172008088701147,0.13943216323852514,0.5566329721086398,0.0,0.5566329721086398,5.5663297210863985e-05,598.4283671428276,199.99999999999963,798.4283671428273,0.0,798.4283671428273,AMCR,0.5384276760865325,4.346235542368721,,Consumer Cyclical
52.18662068060476,2016-03-11,191.6199951171875,2016-04-12,195.45239501953125,203.94000244140625,195.45239501953125,12.175846836034367,Called,12.175846836034367,3.8323999023437523,16.00824673837812,0.0,16.00824673837812,0.001600824673837812,635.4163002972672,200.00000000000014,835.4163002972673,0.0,835.4163002972673,ULTA,0.5931576036755942,2.9137768903037515,0.7326109614534861,Consumer Cyclical
132.1702955045542,2016-03-11,75.65996551513672,2016-04-12,74.40266418457031,74.40266418457031,77.17316482543946,2.92508095131047,Not Called,2.92508095131047,-1.2573013305664062,2.92508095131047,-1.2573013305664062,1.6677796207440636,0.00016677796207440637,386.6088137094473,-166.17788839923108,386.6088137094473,-166.17788839923108,220.4309253102162,DG,0.3955675649589867,2.781818728429965,0.8324413802998408,Consumer Defensive
135.07491818544193,2016-03-11,74.03298950195312,2016-04-12,75.00664520263672,75.00664520263672,75.5136492919922,2.0886364509031345,Not Called,2.0886364509031345,0.9736557006835938,2.0886364509031345,0.9736557006835938,3.0622921515867283,0.0003062292151586728,282.1223977248727,131.51646411062555,282.1223977248727,131.51646411062555,413.6388618354983,ERIE,0.3221036966468593,2.5163996019136663,0.8018917450118089,Financial Services
1358.1097104735502,2016-03-11,7.363175392150879,2016-04-12,7.510438899993897,7.77349328994751,7.510438899993897,0.46436497056726855,Called,0.46436497056726855,0.147263507843018,0.6116284784102866,0.0,0.6116284784102866,6.116284784102866e-05,630.6585757311717,200.00000000000057,830.6585757311723,0.0,830.6585757311723,HPE,0.6058084866032171,2.2875072173022297,0.755769305926617,Technology
134.40378929433294,2016-04-12,74.40266418457031,2016-05-11,74.17948150634766,74.17948150634766,75.89071746826173,2.4320730171178404,Not Called,2.4320730171178404,-0.22318267822265625,2.4320730171178404,-0.22318267822265625,2.208890338895184,0.0002208890338895184,326.8798293411388,-29.9965976579828,326.8798293411388,-29.9965976579828,296.883231683156,DG,0.3411945723281769,0.7926245066864004,1.0,Consumer Defensive
133.3215206863894,2016-04-12,75.00664520263672,2016-05-11,76.50677810668945,78.45955657958984,76.50677810668945,1.6542384224159044,Called,1.6542384224159044,1.5001329040527338,3.154371326468638,0.0,3.154371326468638,0.0003154371326468638,220.54558205434213,199.99999999999994,420.5455820543421,0.0,420.5455820543421,ERIE,0.2655744001760833,0.0882753818904688,1.0,Financial Services
69.32842426253656,2016-04-12,144.24098205566406,2016-05-11,140.90380859375,140.90380859375,147.12580169677736,5.002783149373627,Not Called,5.002783149373627,-3.3371734619140625,5.002783149373627,-3.3371734619140625,1.6656096874595647,0.00016656096874595648,346.83507267324364,-231.360977605256,346.83507267324364,-231.360977605256,115.47409506798762,FDX,0.354924931960791,0.5330189396033228,0.5442067429012077,Industrials
443.35684370734293,2016-04-12,22.555194854736328,2016-05-11,23.006298751831054,24.519142150878903,23.006298751831054,1.1246152249376191,Called,1.1246152249376191,0.4511038970947254,1.5757191220323445,0.0,1.5757191220323445,0.00015757191220323446,498.6058565135663,199.9999999999995,698.6058565135658,0.0,698.6058565135658,BKR,0.500744756022224,0.2252806323283982,0.3859882033859823,Energy
105.0530490967836,2016-04-12,95.19000244140624,2016-05-11,97.09380249023437,103.6999969482422,97.09380249023437,2.0019364724693816,Called,2.0019364724693816,1.9038000488281313,3.905736521297513,0.0,3.905736521297513,0.00039057365212975126,210.3095305309677,200.00000000000068,410.3095305309684,0.0,410.3095305309684,FFIV,0.2553659013788208,0.1062683190425964,0.695480123798926,Technology
134.80816793177888,2016-05-11,74.17948150634766,2016-06-10,75.66307113647461,81.62420654296875,75.66307113647461,1.0421635348942715,Called,1.0421635348942715,1.483589630126957,2.5257531650212286,0.0,2.5257531650212286,0.00025257531650212285,140.49215682440325,200.00000000000054,340.4921568244038,0.0,340.4921568244038,DG,0.1895063105494764,-1.401316345152459,1.0,Consumer Defensive
70.97040243129074,2016-05-11,140.90380859375,2016-06-10,140.53689575195312,140.53689575195312,143.721884765625,1.5837504452447817,Not Called,1.5837504452447817,-0.366912841796875,1.5837504452447817,-0.366912841796875,1.2168376034479067,0.00012168376034479068,112.39940644975805,-26.039952039532732,112.39940644975805,-26.039952039532732,86.35945441022531,FDX,0.1642420123827506,-1.901107293066009,1.0,Industrials
150.98450022093832,2016-05-11,66.23196411132812,2016-06-10,67.1477279663086,67.1477279663086,67.5566033935547,1.8287852086954004,Not Called,1.8287852086954004,0.9157638549804688,1.8287852086954004,0.9157638549804688,2.744549063675869,0.0002744549063675869,276.1182207463194,138.2661479646259,276.1182207463194,138.2661479646259,414.3843687109453,COR,0.3168063608913755,2.7677515399078216,0.5410114320377135,Healthcare
170.39476720415536,2016-05-11,58.68724822998047,2016-06-10,59.86099319458008,59.88449478149414,59.86099319458008,1.8348560896983521,Called,1.8348560896983521,1.1737449645996136,3.0086010542979658,0.0,3.0086010542979658,0.0003008601054297966,312.6498762572775,200.00000000000074,512.6498762572783,0.0,512.6498762572783,CAH,0.352430556653309,1.888248764745595,0.7833466583738455,Healthcare
26.926398602404213,2016-05-11,371.38275146484375,2016-06-10,371.5525207519531,371.5525207519531,378.81040649414064,20.879603819196006,Not Called,20.879603819196006,0.169769287109375,20.879603819196006,0.169769287109375,21.04937310630538,0.002104937310630538,562.2125350959531,4.571275495153034,562.2125350959531,4.571275495153034,566.7838105911061,REGN,0.545881216325939,1.5264332202560846,0.9149783213349718,Healthcare
71.15569151071863,2016-06-10,140.53689575195312,2016-07-12,140.08242797851562,140.08242797851562,143.34763366699218,1.5560798251889025,Not Called,1.5560798251889025,-0.4544677734375,1.5560798251889025,-0.4544677734375,1.1016120517514025,0.00011016120517514026,110.72393600719451,-32.33796868828191,110.72393600719451,-32.33796868828191,78.3859673189126,FDX,0.1627622199203391,-0.93115813125087,1.0,Industrials
148.92536654430816,2016-06-10,67.1477279663086,2016-07-12,68.49068252563477,73.927490234375,68.49068252563477,1.47949927167409,Called,1.47949927167409,1.3429545593261736,2.8224538310002636,0.0,2.8224538310002636,0.00028224538310002634,220.3349713361008,200.00000000000023,420.33497133610103,0.0,420.33497133610103,COR,0.2678106532239196,0.3727349928598668,1.0,Healthcare
26.91409542791383,2016-06-10,371.5525207519531,2016-07-12,368.2767333984375,368.2767333984375,378.9835711669922,13.112699274273552,Not Called,13.112699274273552,-3.275787353515625,13.112699274273552,-3.275787353515625,9.836911920757927,0.0009836911920757929,352.9164395853348,-88.16485343407282,352.9164395853348,-88.16485343407282,264.75158615126196,REGN,0.3756141305432653,-1.2889719344074697,1.0,Healthcare
40.6289351221571,2016-06-10,246.1300048828125,2016-07-12,251.05260498046874,253.3600006103516,251.05260498046874,10.80068811526921,Called,10.80068811526921,4.922600097656243,15.723288212925453,0.0,15.723288212925453,0.0015723288212925453,438.820456709926,199.99999999999972,638.8204567099258,0.0,638.8204567099258,BIIB,0.4735424524501395,3.1590768172832693,0.3568368399685621,Healthcare
