NumberShares,EntryDate,EntryPrice,ExpiryDate,ExitPrice,SpotPrice_Close,Strike,Premium,Outcome,PnL_Call,PnL_Stock,PnL_Realized,PnL_Unrealized,PnL_Total,PnL_Percent,PnL_Call_Position,PnL_Stock_Position,PnL_Realized_Position,PnL_Unrealized_Position,PnL_Total_position,Ticker
772.2007836,18/04/2017,12.94999981,17/05/2017,11.19999981,11.19999981,13.20899981,0,Not Called,0,-1.75,0,-1.75,-1.75,-0.000175,0,-1351.351371,0,-1351.351371,-1351.351371,AMD
550.0045634,18/04/2017,18.18166733,17/05/2017,18.54530067,19.0783329,18.54530067,0,Called,0,0.363633347,0.363633347,0,0.363633347,3.64E-05,0,200,200,0,200,PANW
14084.50747,17/05/2017,0.709999979,16/06/2017,0.724199978,0.769999981,0.724199978,0,Called,0,0.0142,0.0142,0,0.0142,1.42E-06,0,200,200,0,200,ENPH
587.8030596,17/05/2017,17.01250076,16/06/2017,17.35275078,19.06500053,17.35275078,0,Called,0,0.340250015,0.340250015,0,0.340250015,3.40E-05,0,200,200,0,200,DXCM
892.8571581,17/05/2017,11.19999981,16/06/2017,11.42399981,11.43999958,11.42399981,0,Called,0,0.223999996,0.223999996,0,0.223999996,2.24E-05,0,200,200,0,200,AMD
3174.693186,17/05/2017,3.149910688,16/06/2017,3.212908902,3.743284464,3.212908902,0,Called,0,0.062998214,0.062998214,0,0.062998214,6.30E-06,0,200,200,0,200,NVDA
338.395396,17/05/2017,29.55122948,16/06/2017,29.46010399,29.46010399,30.14225407,0,Not Called,0,-0.091125488,0,-0.091125488,-0.091125488,-9.11E-06,0,-30.83644569,0,-30.83644569,-30.83644569,STX
339.4421148,16/06/2017,29.46010399,18/07/2017,27.63130569,27.63130569,30.04930607,0,Not Called,0,-1.828798294,0,-1.828798294,-1.828798294,-0.00018288,0,-620.7711605,0,-620.7711605,-620.7711605,STX
12987.01331,16/06/2017,0.769999981,18/07/2017,0.785399981,0.800000012,0.785399981,0,Called,0,0.0154,0.0154,0,0.0154,1.54E-06,0,200,200,0,200,ENPH
529.3557876,16/06/2017,18.89088631,18/07/2017,19.11124229,19.11124229,19.26870403,0,Not Called,0,0.220355988,0,0.220355988,0.220355988,2.20E-05,0,116.6467173,0,116.6467173,116.6467173,KR
874.1259062,16/06/2017,11.43999958,18/07/2017,11.66879957,13.47999954,11.66879957,0,Called,0,0.228799992,0.228799992,0,0.228799992,2.29E-05,0,200,200,0,200,AMD
2671.450726,16/06/2017,3.743284464,18/07/2017,3.818150153,4.097319126,3.818150153,0,Called,0,0.074865689,0.074865689,0,0.074865689,7.49E-06,0,200,200,0,200,NVDA
361.9083409,18/07/2017,27.63130569,16/08/2017,23.11266136,23.11266136,28.18393181,0,Not Called,0,-4.518644333,0,-4.518644333,-4.518644333,-0.000451864,0,-1635.335073,0,-1635.335073,-1635.335073,STX
523.2522222,18/07/2017,19.11124229,16/08/2017,19.49346714,19.67323112,19.49346714,0,Called,0,0.382224846,0.382224846,0,0.382224846,3.82E-05,0,200,200,0,200,KR
512.1454913,18/07/2017,19.52570152,16/08/2017,19.91621555,21.42769241,19.91621555,0,Called,0,0.39051403,0.39051403,0,0.39051403,3.91E-05,0,200,200,0,200,NRG
53.32195989,18/07/2017,187.5399933,16/08/2017,191.2907932,201.5800018,191.2907932,0,Called,0,3.750799866,3.750799866,0,3.750799866,0.00037508,0,200,200,0,200,ORLY
741.8397878,18/07/2017,13.47999954,16/08/2017,12.63000011,12.63000011,13.74959953,0,Not Called,0,-0.849999428,0,-0.849999428,-0.849999428,-8.50E-05,0,-630.5633951,0,-630.5633951,-630.5633951,AMD
432.6632854,16/08/2017,23.11266136,15/09/2017,23.57491459,23.8740654,23.57491459,0,Called,0,0.462253227,0.462253227,0,0.462253227,4.62E-05,0,200,200,0,200,STX
791.7656302,16/08/2017,12.63000011,15/09/2017,12.52000046,12.52000046,12.88260012,0,Not Called,0,-0.109999657,0,-0.109999657,-0.109999657,-1.10E-05,0,-87.09394749,0,-87.09394749,-87.09394749,AMD
466.6858105,16/08/2017,21.42769241,15/09/2017,19.14050674,19.14050674,21.85624626,0,Not Called,0,-2.287185669,0,-2.287185669,-2.287185669,-0.000228719,0,-1067.397098,0,-1067.397098,-1067.397098,NRG
12195.12206,16/08/2017,0.819999993,15/09/2017,0.836399993,1.529999971,0.836399993,0,Called,0,0.0164,0.0164,0,0.0164,1.64E-06,0,200,200,0,200,ENPH
66.06329076,16/08/2017,151.3699951,15/09/2017,153.6100006,153.6100006,154.397395,0,Not Called,0,2.240005493,0,2.240005493,2.240005493,0.000224001,0,147.9821342,0,147.9821342,147.9821342,VRTX
798.7220155,15/09/2017,12.52000046,16/10/2017,12.77040047,14.26000023,12.77040047,0,Called,0,0.250400009,0.250400009,0,0.250400009,2.50E-05,0,200,200,0,200,AMD
522.4522074,15/09/2017,19.14050674,16/10/2017,19.52331688,22.22068596,19.52331688,0,Called,0,0.382810135,0.382810135,0,0.382810135,3.83E-05,0,200,200,0,200,NRG
65.09992813,15/09/2017,153.6100006,16/10/2017,154.6999969,154.6999969,156.6822006,0,Not Called,0,1.089996338,0,1.089996338,1.089996338,0.000109,0,70.95868326,0,70.95868326,70.95868326,VRTX
6535.947835,15/09/2017,1.529999971,16/10/2017,1.409999967,1.409999967,1.560599971,0,Not Called,0,-0.120000005,0,-0.120000005,-0.120000005,-1.20E-05,0,-784.3137713,0,-784.3137713,-784.3137713,ENPH
115.1879503,15/09/2017,86.81463623,16/10/2017,88.55092896,101.4922714,88.55092896,0,Called,0,1.736292725,1.736292725,0,1.736292725,0.000173629,0,200,200,0,200,EFX
64.64124239,16/10/2017,154.6999969,14/11/2017,147.8200073,147.8200073,157.7939969,0,Not Called,0,-6.879989624,0,-6.879989624,-6.879989624,-0.000687999,0,-444.7310769,0,-444.7310769,-444.7310769,VRTX
7092.198749,16/10/2017,1.409999967,14/11/2017,1.438199966,2.369999886,1.438199966,0,Called,0,0.028199999,0.028199999,0,0.028199999,2.82E-06,0,200,200,0,200,ENPH
889.4818527,16/10/2017,11.24250031,14/11/2017,11.46735031,12.88749981,11.46735031,0,Called,0,0.224850006,0.224850006,0,0.224850006,2.25E-05,0,200,200,0,200,DXCM
98.52966989,16/10/2017,101.4922714,14/11/2017,102.0618286,102.0618286,103.5221169,0,Not Called,0,0.56955719,0,0.56955719,0.56955719,5.70E-05,0,56.11828191,0,56.11828191,56.11828191,EFX
308.768726,16/10/2017,32.38669968,14/11/2017,32.10676575,32.10676575,33.03443367,0,Not Called,0,-0.279933929,0,-0.279933929,-0.279933929,-2.80E-05,0,-86.43484277,0,-86.43484277,-86.43484277,VTRS
67.64984105,14/11/2017,147.8200073,14/12/2017,142.5299988,142.5299988,150.7764075,0,Not Called,0,-5.290008545,0,-5.290008545,-5.290008545,-0.000529001,0,-357.8682372,0,-357.8682372,-357.8682372,VRTX
97.97982395,14/11/2017,102.0618286,14/12/2017,104.1030652,110.7431183,104.1030652,0,Called,0,2.041236572,2.041236572,0,2.041236572,0.000204124,0,200,200,0,200,EFX
311.4608329,14/11/2017,32.10676575,14/12/2017,32.74890106,33.93901825,32.74890106,0,Called,0,0.642135315,0.642135315,0,0.642135315,6.42E-05,0,200,200,0,200,VTRS
4219.409486,14/11/2017,2.369999886,14/12/2017,2.417399883,2.700000048,2.417399883,0,Called,0,0.047399998,0.047399998,0,0.047399998,4.74E-06,0,200,200,0,200,ENPH
163.1853818,14/11/2017,61.27999878,14/12/2017,62.50559875,67.88999939,62.50559875,0,Called,0,1.225599976,1.225599976,0,1.225599976,0.00012256,0,200,200,0,200,FSLR
70.16066853,14/12/2017,142.5299988,17/01/2018,145.3805988,156.9900055,145.3805988,0,Called,0,2.850599976,2.850599976,0,2.850599976,0.00028506,0,200,200,0,200,VRTX
3703.703638,14/12/2017,2.700000048,17/01/2018,2.099999905,2.099999905,2.754000049,0,Not Called,0,-0.600000143,0,-0.600000143,-0.600000143,-6.00E-05,0,-2222.222713,0,-2222.222713,-2222.222713,ENPH
472.9723451,14/12/2017,21.14288521,17/01/2018,21.56574291,22.8212204,21.56574291,0,Called,0,0.422857704,0.422857704,0,0.422857704,4.23E-05,0,200,200,0,200,WSM
146.9723672,14/12/2017,68.04000092,17/01/2018,69.40080093,72.91000366,69.40080093,0,Called,0,1.360800018,1.360800018,0,1.360800018,0.00013608,0,200,200,0,200,PODD
705.7162982,14/12/2017,14.17000008,17/01/2018,14.45340008,16.42562485,14.45340008,0,Called,0,0.283400002,0.283400002,0,0.283400002,2.83E-05,0,200,200,0,200,ANET
4761.904978,17/01/2018,2.099999905,15/02/2018,2.141999903,2.75999999,2.141999903,0,Called,0,0.041999998,0.041999998,0,0.041999998,4.20E-06,0,200,200,0,200,ENPH
220.9852535,17/01/2018,45.25188828,15/02/2018,44.06394196,44.06394196,46.15692604,0,Not Called,0,-1.18794632,0,-1.18794632,-1.18794632,-0.000118795,0,-262.5186185,0,-262.5186185,-262.5186185,EIX
138.8888889,17/01/2018,72,15/02/2018,65.81999969,65.81999969,73.44,0,Not Called,0,-6.180000305,0,-6.180000305,-6.180000305,-0.000618,0,-858.3333757,0,-858.3333757,-858.3333757,FSLR
36.73094582,17/01/2018,272.25,15/02/2018,252.7700043,252.7700043,277.695,0,Not Called,0,-19.47999573,0,-19.47999573,-19.47999573,-0.001948,0,-715.5186677,0,-715.5186677,-715.5186677,ALGN
710.2272766,17/01/2018,14.07999992,15/02/2018,14.17749977,14.17749977,14.36159992,0,Not Called,0,0.097499847,0,0.097499847,0.097499847,9.75E-06,0,69.24705109,0,69.24705109,69.24705109,DXCM
226.9429278,15/02/2018,44.06394196,19/03/2018,44.94522079,46.95314407,44.94522079,0,Called,0,0.881278839,0.881278839,0,0.881278839,8.81E-05,0,200,200,0,200,EIX
151.9295054,15/02/2018,65.81999969,19/03/2018,67.13639969,71.26000214,67.13639969,0,Called,0,1.316399994,1.316399994,0,1.316399994,0.00013164,0,200,200,0,200,FSLR
39.56165617,15/02/2018,252.7700043,19/03/2018,257.8254044,265.3900146,257.8254044,0,Called,0,5.055400085,5.055400085,0,5.055400085,0.00050554,0,200,200,0,200,ALGN
705.3429844,15/02/2018,14.17749977,19/03/2018,14.46104977,16.28000069,14.46104977,0,Called,0,0.283549995,0.283549995,0,0.283549995,2.84E-05,0,200,200,0,200,DXCM
3623.188418,15/02/2018,2.75999999,19/03/2018,2.81519999,4.739999771,2.81519999,0,Called,0,0.0552,0.0552,0,0.0552,5.52E-06,0,200,200,0,200,ENPH
2109.704743,19/03/2018,4.739999771,18/04/2018,4.25,4.25,4.834799767,0,Not Called,0,-0.489999771,0,-0.489999771,-0.489999771,-4.90E-05,0,-1033.754841,0,-1033.754841,-1033.754841,ENPH
267.3796682,19/03/2018,37.40000153,18/04/2018,38.14800156,42.74000168,38.14800156,0,Called,0,0.748000031,0.748000031,0,0.748000031,7.48E-05,0,200,200,0,200,AXON
576.8051896,19/03/2018,17.33687592,18/04/2018,16.15625,16.15625,17.68361343,0,Not Called,0,-1.180625916,0,-1.180625916,-1.180625916,-0.000118063,0,-680.9911551,0,-680.9911551,-680.9911551,ANET
1578.282837,19/03/2018,6.335999966,18/04/2018,6.462719965,6.787199974,6.462719965,0,Called,0,0.126719999,0.126719999,0,0.126719999,1.27E-05,0,200,200,0,200,CMG
92.28484553,19/03/2018,108.3601532,18/04/2018,107.5700455,107.5700455,110.5273563,0,Not Called,0,-0.790107727,0,-0.790107727,-0.790107727,-7.90E-05,0,-72.91496955,0,-72.91496955,-72.91496955,EXPE
2352.941176,18/04/2018,4.25,17/05/2018,4.335,5.53000021,4.335,0,Called,0,0.085,0.085,0,0.085,8.50E-06,0,200,200,0,200,ENPH
618.9555126,18/04/2018,16.15625,17/05/2018,15.46687508,15.46687508,16.479375,0,Not Called,0,-0.689374924,0,-0.689374924,-0.689374924,-6.89E-05,0,-426.6924093,0,-426.6924093,-426.6924093,ANET
92.96268265,18/04/2018,107.5700455,17/05/2018,109.7214464,112.8276062,109.7214464,0,Called,0,2.151400909,2.151400909,0,2.151400909,0.00021514,0,200,200,0,200,EXPE
142.7144291,18/04/2018,70.06999969,17/05/2018,66.63999939,66.63999939,71.47139969,0,Not Called,0,-3.430000305,0,-3.430000305,-3.430000305,-0.000343,0,-489.5105352,0,-489.5105352,-489.5105352,INCY
511.334566,18/04/2018,19.55666733,17/05/2018,18.96933365,18.96933365,19.94780067,0,Not Called,0,-0.587333679,0,-0.587333679,-0.587333679,-5.87E-05,0,-300.3240119,0,-300.3240119,-300.3240119,TSLA
646.5430121,17/05/2018,15.46687508,18/06/2018,15.77621258,17.45125008,15.77621258,0,Called,0,0.309337502,0.309337502,0,0.309337502,3.09E-05,0,200,200,0,200,ANET
150.0600254,17/05/2018,66.63999939,18/06/2018,67.97279938,72.01999664,67.97279938,0,Called,0,1.332799988,1.332799988,0,1.332799988,0.00013328,0,200,200,0,200,INCY
527.1666462,17/05/2018,18.96933365,18/06/2018,19.34872032,24.72200012,19.34872032,0,Called,0,0.379386673,0.379386673,0,0.379386673,3.79E-05,0,200,200,0,200,TSLA
893.1016497,17/05/2018,11.19693375,18/06/2018,10.65210629,10.65210629,11.42087242,0,Not Called,0,-0.544827461,0,-0.544827461,-0.544827461,-5.45E-05,0,-486.5863044,0,-486.5863044,-486.5863044,GEN
263.5063277,17/05/2018,37.94975281,18/06/2018,38.70874786,41.26977158,38.70874786,0,Called,0,0.758995056,0.758995056,0,0.758995056,7.59E-05,0,200,200,0,200,MTCH
938.7814703,18/06/2018,10.65210629,18/07/2018,10.8534708,10.8534708,10.86514841,0,Not Called,0,0.201364517,0,0.201364517,0.201364517,2.01E-05,0,189.0372775,0,189.0372775,189.0372775,GEN
1639.344288,18/06/2018,6.099999905,18/07/2018,6.221999903,6.690000057,6.221999903,0,Called,0,0.121999998,0.121999998,0,0.121999998,1.22E-05,0,200,200,0,200,ENPH
151.2173055,18/06/2018,66.12999725,18/07/2018,67.4525972,71.55000305,67.4525972,0,Called,0,1.322599945,1.322599945,0,1.322599945,0.00013226,0,200,200,0,200,AXON
169.4669378,18/06/2018,59.00856018,18/07/2018,60.18873138,74.32144928,60.18873138,0,Called,0,1.180171204,1.180171204,0,1.180171204,0.000118017,0,200,200,0,200,TKO
113.12217,18/06/2018,88.40000153,18/07/2018,86.62999725,86.62999725,90.16800156,0,Not Called,0,-1.770004272,0,-1.770004272,-1.770004272,-0.000177,0,-200.2267242,0,-200.2267242,-200.2267242,DLTR
921.3642513,18/07/2018,10.8534708,16/08/2018,9.771140099,9.771140099,11.07054022,0,Not Called,0,-1.082330704,0,-1.082330704,-1.082330704,-0.000108233,0,-997.2208185,0,-997.2208185,-997.2208185,GEN
115.4334563,18/07/2018,86.62999725,16/08/2018,88.3625972,95.05000305,88.3625972,0,Called,0,1.732599945,1.732599945,0,1.732599945,0.00017326,0,200,200,0,200,DLTR
1494.768298,18/07/2018,6.690000057,16/08/2018,4.980000019,4.980000019,6.823800058,0,Not Called,0,-1.710000038,0,-1.710000038,-1.710000038,-0.000171,0,-2556.053847,0,-2556.053847,-2556.053847,ENPH
27.89322398,18/07/2018,358.5100098,16/08/2018,342.9299927,342.9299927,365.68021,0,Not Called,0,-15.58001709,0,-15.58001709,-15.58001709,-0.001558002,0,-434.5769062,0,-434.5769062,-434.5769062,BIIB
463.1773937,18/07/2018,21.59000015,16/08/2018,22.02180016,22.36333275,22.02180016,0,Called,0,0.431800003,0.431800003,0,0.431800003,4.32E-05,0,200,200,0,200,TSLA
1023.422026,16/08/2018,9.771140099,17/09/2018,9.966562901,10.00613499,9.966562901,0,Called,0,0.195422802,0.195422802,0,0.195422802,1.95E-05,0,200,200,0,200,GEN
2008.032121,16/08/2018,4.980000019,17/09/2018,3.890000105,3.890000105,5.079600019,0,Not Called,0,-1.089999914,0,-1.089999914,-1.089999914,-0.000109,0,-2188.754839,0,-2188.754839,-2188.754839,ENPH
29.16047069,16/08/2018,342.9299927,17/09/2018,334.3999939,334.3999939,349.7885925,0,Not Called,0,-8.529998779,0,-8.529998779,-8.529998779,-0.000853,0,-248.7387794,0,-248.7387794,-248.7387794,BIIB
311.7449985,16/08/2018,32.07749939,17/09/2018,32.71904938,34.48249817,32.71904938,0,Called,0,0.641549988,0.641549988,0,0.641549988,6.42E-05,0,200,200,0,200,DXCM
57.51076396,16/08/2018,173.8804932,17/09/2018,159.8267517,159.8267517,177.358103,0,Not Called,0,-14.05374146,0,-14.05374146,-14.05374146,-0.001405374,0,-808.2414076,0,-808.2414076,-808.2414076,META
2570.694018,17/09/2018,3.890000105,16/10/2018,3.967800107,4.889999866,3.967800107,0,Called,0,0.077800002,0.077800002,0,0.077800002,7.78E-06,0,200,200,0,200,ENPH
29.90430677,17/09/2018,334.3999939,16/10/2018,338.6099854,338.6099854,341.0879938,0,Not Called,0,4.209991455,0,4.209991455,4.209991455,0.000420999,0,125.896876,0,125.896876,125.896876,BIIB
62.56774847,17/09/2018,159.8267517,16/10/2018,158.0351868,158.0351868,163.0232867,0,Not Called,0,-1.791564941,0,-1.791564941,-1.791564941,-0.000179156,0,-112.0941846,0,-112.0941846,-112.0941846,META
4885.198014,17/09/2018,2.046999931,16/10/2018,1.333999991,1.333999991,2.08793993,0,Not Called,0,-0.71299994,0,-0.71299994,-0.71299994,-7.13E-05,0,-3483.145891,0,-3483.145891,-3483.145891,SMCI
508.7505052,17/09/2018,19.65600014,16/10/2018,18.43933296,18.43933296,20.04912014,0,Not Called,0,-1.216667175,0,-1.216667175,-1.216667175,-0.000121667,0,-618.9800401,0,-618.9800401,-618.9800401,TSLA
29.53250179,16/10/2018,338.6099854,14/11/2018,313.5499878,313.5499878,345.3821851,0,Not Called,0,-25.05999756,0,-25.05999756,-25.05999756,-0.002506,0,-740.0844229,0,-740.0844229,-740.0844229,BIIB
63.27704737,16/10/2018,158.0351868,14/11/2018,143.5434875,143.5434875,161.1958905,0,Not Called,0,-14.49169922,0,-14.49169922,-14.49169922,-0.00144917,0,-916.991938,0,-916.991938,-916.991938,META
7496.251922,16/10/2018,1.333999991,14/11/2018,1.205000043,1.205000043,1.360679991,0,Not Called,0,-0.128999949,0,-0.128999949,-0.128999949,-1.29E-05,0,-967.0161119,0,-967.0161119,-967.0161119,SMCI
542.3189668,16/10/2018,18.43933296,14/11/2018,18.80811962,22.93333244,18.80811962,0,Called,0,0.368786659,0.368786659,0,0.368786659,3.69E-05,0,200,200,0,200,TSLA
2044.989831,16/10/2018,4.889999866,14/11/2018,4.987799864,5.400000095,4.987799864,0,Called,0,0.097799997,0.097799997,0,0.097799997,9.78E-06,0,200,200,0,200,ENPH
31.8928413,14/11/2018,313.5499878,17/12/2018,313.1000061,313.1000061,319.8209875,0,Not Called,0,-0.449981689,0,-0.449981689,-0.449981689,-4.50E-05,0,-14.35119461,0,-14.35119461,-14.35119461,BIIB
69.66529914,14/11/2018,143.5434875,17/12/2018,139.5323792,139.5323792,146.4143573,0,Not Called,0,-4.011108398,0,-4.011108398,-4.011108398,-0.000401111,0,-279.4350665,0,-279.4350665,-279.4350665,META
8298.754891,14/11/2018,1.205000043,17/12/2018,1.229100044,1.534999967,1.229100044,0,Called,0,0.024100001,0.024100001,0,0.024100001,2.41E-06,0,200,200,0,200,SMCI
392.7220931,14/11/2018,25.4632988,17/12/2018,24.31899261,24.31899261,25.97256477,0,Not Called,0,-1.144306183,0,-1.144306183,-1.144306183,-0.000114431,0,-449.3943192,0,-449.3943192,-449.3943192,PCG
480.5382151,14/11/2018,20.80999947,17/12/2018,18.82999992,18.82999992,21.22619946,0,Not Called,0,-1.979999542,0,-1.979999542,-1.979999542,-0.000198,0,-951.465446,0,-951.465446,-951.465446,AMD
31.93867712,17/12/2018,313.1000061,17/01/2019,319.3620062,338.3399963,319.3620062,0,Called,0,6.262000122,6.262000122,0,6.262000122,0.0006262,0,200,200,0,200,BIIB
71.66795307,17/12/2018,139.5323792,17/01/2019,142.3230267,147.6043396,142.3230267,0,Called,0,2.790647583,2.790647583,0,2.790647583,0.000279065,0,200,200,0,200,META
411.2012433,17/12/2018,24.31899261,17/01/2019,6.328510284,6.328510284,24.80537247,0,Not Called,0,-17.99048233,0,-17.99048233,-17.99048233,-0.001799048,0,-7397.708703,0,-7397.708703,-7397.708703,PCG
531.0674477,17/12/2018,18.82999992,17/01/2019,19.20659992,20.25,19.20659992,0,Called,0,0.376599998,0.376599998,0,0.376599998,3.77E-05,0,200,200,0,200,AMD
2808.766654,17/12/2018,3.560281515,17/01/2019,3.631487145,3.762125731,3.631487145,0,Called,0,0.07120563,0.07120563,0,0.07120563,7.12E-06,0,200,200,0,200,NVDA
1580.150707,17/01/2019,6.328510284,19/02/2019,6.45508049,17.65216637,6.45508049,0,Called,0,0.126570206,0.126570206,0,0.126570206,1.27E-05,0,200,200,0,200,PCG
493.8271605,17/01/2019,20.25,19/02/2019,20.655,23.95000076,20.655,0,Called,0,0.405,0.405,0,0.405,4.05E-05,0,200,200,0,200,AMD
488.6441915,17/01/2019,20.46478844,19/02/2019,20.87408421,25.76942825,20.87408421,0,Called,0,0.409295769,0.409295769,0,0.409295769,4.09E-05,0,200,200,0,200,DELL
211.9847083,17/01/2019,47.17321396,19/02/2019,48.11667824,52.4055748,48.11667824,0,Called,0,0.943464279,0.943464279,0,0.943464279,9.43E-05,0,200,200,0,200,HES
800,17/01/2019,12.5,19/02/2019,12.75,14.13000011,12.75,0,Called,0,0.25,0.25,0,0.25,2.50E-05,0,200,200,0,200,BLDR
566.5027052,19/02/2019,17.65216637,20/03/2019,18.00520969,18.98553085,18.00520969,0,Called,0,0.353043327,0.353043327,0,0.353043327,3.53E-05,0,200,200,0,200,PCG
417.5365211,19/02/2019,23.95000076,20/03/2019,24.42900078,25.70000076,24.42900078,0,Called,0,0.479000015,0.479000015,0,0.479000015,4.79E-05,0,200,200,0,200,AMD
99.56033696,19/02/2019,100.4416046,20/03/2019,94.65665436,94.65665436,102.4504367,0,Not Called,0,-5.784950256,0,-5.784950256,-5.784950256,-0.000578495,0,-575.9515968,0,-575.9515968,-575.9515968,EA
480.076814,19/02/2019,20.82999992,20/03/2019,20,20,21.24659992,0,Not Called,0,-0.829999924,0,-0.829999924,-0.829999924,-8.30E-05,0,-398.463719,0,-398.463719,-398.463719,MRNA
825.008576,19/02/2019,12.12108612,20/03/2019,11.87106991,11.87106991,12.36350784,0,Not Called,0,-0.250016212,0,-0.250016212,-0.250016212,-2.50E-05,0,-206.2655194,0,-206.2655194,-206.2655194,FCX
105.6449762,20/03/2019,94.65665436,18/04/2019,90.86180115,90.86180115,96.54978745,0,Not Called,0,-3.79485321,0,-3.79485321,-3.79485321,-0.000379485,0,-400.9071772,0,-400.9071772,-400.9071772,EA
500,20/03/2019,20,18/04/2019,20.4,22.51000023,20.4,0,Called,0,0.4,0.4,0,0.4,4.00E-05,0,200,200,0,200,MRNA
842.3840545,20/03/2019,11.87106991,18/04/2019,12.10849131,13.01224518,12.10849131,0,Called,0,0.237421398,0.237421398,0,0.237421398,2.37E-05,0,200,200,0,200,FCX
414.1502494,20/03/2019,24.14582634,18/04/2019,24.62874287,24.85466957,24.62874287,0,Called,0,0.482916527,0.482916527,0,0.482916527,4.83E-05,0,200,200,0,200,KHC
4878.048894,20/03/2019,2.049999952,18/04/2019,2.090999951,2.197000027,2.090999951,0,Called,0,0.040999999,0.040999999,0,0.040999999,4.10E-06,0,200,200,0,200,SMCI
110.0572504,18/04/2019,90.86180115,20/05/2019,90.42280579,90.42280579,92.67903717,0,Not Called,0,-0.438995361,0,-0.438995361,-0.438995361,-4.39E-05,0,-48.3146224,0,-48.3146224,-48.3146224,EA
44.17156247,18/04/2019,226.3899994,20/05/2019,230.7599945,230.7599945,230.9177994,0,Not Called,0,4.369995117,0,4.369995117,4.369995117,0.000437,0,193.0295123,0,193.0295123,193.0295123,BIIB
444.2469968,18/04/2019,22.51000023,20/05/2019,22.60000038,22.60000038,22.96020023,0,Not Called,0,0.090000153,0,0.090000153,0.090000153,9.00E-06,0,39.9822975,0,39.9822975,39.9822975,MRNA
144.1194985,18/04/2019,69.38686371,20/05/2019,66.54680634,66.54680634,70.77460098,0,Not Called,0,-2.840057373,0,-2.840057373,-2.840057373,-0.000284006,0,-409.3076443,0,-409.3076443,-409.3076443,QCOM
478.559968,18/04/2019,20.8960228,20/05/2019,17.59246254,17.59246254,21.31394325,0,Not Called,0,-3.303560257,0,-3.303560257,-3.303560257,-0.000330356,0,-1580.951691,0,-1580.951691,-1580.951691,PCG
110.5915694,20/05/2019,90.42280579,19/06/2019,90.31549072,90.31549072,92.2312619,0,Not Called,0,-0.107315063,0,-0.107315063,-0.107315063,-1.07E-05,0,-11.86814129,0,-11.86814129,-11.86814129,EA
43.33506777,20/05/2019,230.7599945,19/06/2019,233.8899994,233.8899994,235.3751944,0,Not Called,0,3.130004883,0,3.130004883,3.130004883,0.000313,0,135.6389737,0,135.6389737,135.6389737,BIIB
442.4778686,20/05/2019,22.60000038,19/06/2019,15.5,15.5,23.05200039,0,Not Called,0,-7.100000381,0,-7.100000381,-7.100000381,-0.00071,0,-3141.593036,0,-3141.593036,-3141.593036,MRNA
150.2701715,20/05/2019,66.54680634,19/06/2019,62.9304924,62.9304924,67.87774246,0,Not Called,0,-3.616313934,0,-3.616313934,-3.616313934,-0.000361631,0,-543.4241151,0,-543.4241151,-543.4241151,QCOM
568.4252547,20/05/2019,17.59246254,19/06/2019,17.94431179,20.42835236,17.94431179,0,Called,0,0.351849251,0.351849251,0,0.351849251,3.52E-05,0,200,200,0,200,PCG
110.722977,19/06/2019,90.31549072,19/07/2019,85.35975647,85.35975647,92.12180054,0,Not Called,0,-4.955734253,0,-4.955734253,-4.955734253,-0.000495573,0,-548.7136496,0,-548.7136496,-548.7136496,EA
42.75514142,19/06/2019,233.8899994,19/07/2019,231.2700043,231.2700043,238.5677994,0,Not Called,0,-2.619995117,0,-2.619995117,-2.619995117,-0.000262,0,-112.0182617,0,-112.0182617,-112.0182617,BIIB
645.1612903,19/06/2019,15.5,19/07/2019,14.10999966,14.10999966,15.81,0,Not Called,0,-1.390000343,0,-1.390000343,-1.390000343,-0.000139,0,-896.774415,0,-896.774415,-896.774415,MRNA
158.9054784,19/06/2019,62.9304924,19/07/2019,64.18910225,65.73516083,64.18910225,0,Called,0,1.258609848,1.258609848,0,1.258609848,0.000125861,0,200,200,0,200,QCOM
489.515739,19/06/2019,20.42835236,19/07/2019,17.70191956,17.70191956,20.8369194,0,Not Called,0,-2.7264328,0,-2.7264328,-2.7264328,-0.000272643,0,-1334.631767,0,-1334.631767,-1334.631767,PCG
117.1512246,19/07/2019,85.35975647,19/08/2019,87.0669516,88.68636322,87.0669516,0,Called,0,1.707195129,1.707195129,0,1.707195129,0.00017072,0,200,200,0,200,EA
43.23950281,19/07/2019,231.2700043,19/08/2019,235.7200012,235.7200012,235.8954044,0,Not Called,0,4.449996948,0,4.449996948,4.449996948,0.000445,0,192.4156556,0,192.4156556,192.4156556,BIIB
708.7172391,19/07/2019,14.10999966,19/08/2019,13.39999962,13.39999962,14.39219965,0,Not Called,0,-0.710000038,0,-0.710000038,-0.710000038,-7.10E-05,0,-503.1892668,0,-503.1892668,-503.1892668,MRNA
564.9104872,19/07/2019,17.70191956,19/08/2019,10.61717033,10.61717033,18.05595795,0,Not Called,0,-7.084749222,0,-7.084749222,-7.084749222,-0.000708475,0,-4002.249134,0,-4002.249134,-4002.249134,PCG
186.8755272,19/07/2019,53.51155472,19/08/2019,51.96568298,51.96568298,54.58178581,0,Not Called,0,-1.545871735,0,-1.545871735,-1.545871735,-0.000154587,0,-288.8855954,0,-288.8855954,-288.8855954,ABBV
