Date,Open,High,Low,Close,Volume
2015-01-02,18.158504486083984,18.266728392842207,17.949785687815858,18.158504486083984,2330100
2015-01-05,18.158511202027867,18.259006130705924,17.8261073946847,18.042556762695312,2381500
2015-01-06,18.104391079137557,18.135311560968727,17.501426201809483,17.8647518157959,2315800
2015-01-07,18.081206721005948,18.359498539103885,17.94206081195698,18.197162628173828,2230200
2015-01-08,18.344034240385422,18.40587669162863,18.034821984169383,18.08893394470215,1989900
2015-01-09,18.08893013324428,18.382682820584126,17.942053789574356,18.351760864257812,2034300
2015-01-12,18.359496666365704,18.444530596430873,17.903407999646017,18.143047332763672,1964500
2015-01-13,18.22035119469351,18.49091249936996,18.019362839060733,18.336305618286133,2529900
2015-01-14,18.02709438376591,18.27446422839986,17.795185523031723,17.965251922607422,2355600
2015-01-15,18.042550125234243,18.19715697042829,17.555539594981102,17.632843017578125,2172400
2015-01-16,17.594195318222088,17.76426170003705,17.284983044721958,17.741071701049805,3874700
2015-01-20,17.802910333791303,18.003898637027987,17.60965252003758,17.9807071685791,1801900
2015-01-21,17.91113893314906,18.166239255201937,17.91113893314906,18.127588272094727,2029300
2015-01-22,18.282190274329256,18.823312783701628,18.204886848070313,18.568212509155273,2908600
2015-01-23,18.529560516425526,18.86196422544011,18.521830026164693,18.753740310668945,2107700
2015-01-26,18.776933621453203,19.078415398967454,18.707360676728314,19.024303436279297,2824600
2015-01-27,18.854233686281894,19.093874460425486,18.66097585358301,19.032032012939453,2810600
2015-01-28,19.093877413996065,19.132528396738536,18.7460126715519,18.854236602783203,3108100
2015-01-29,18.85423372889632,18.885155689929352,18.452258556548696,18.761470794677734,1656900
2015-01-30,18.66870401881006,18.916073777946583,18.56048011779785,18.56048011779785,2295900
2015-02-02,18.591398239135742,18.80011699981238,18.483174351869284,18.591398239135742,3298600
2015-02-03,18.722817397497415,18.869693756103516,18.645515447700692,18.869693756103516,2142100
2015-02-04,18.85423372889632,18.86196421915458,18.560482471283795,18.761470794677734,1901800
2015-02-05,18.846504608892417,19.171177851143675,18.691899215807283,19.086145401000977,1779900
2015-02-06,19.086146853242273,19.1789098012635,18.977921447963542,19.109336853027344,1459800
2015-02-09,19.062955789916003,19.35670857200946,18.86969792385891,19.310325622558594,2981800
2015-02-10,18.405875614999147,18.9392676472969,17.97297848161849,18.761470794677734,5974300
2015-02-11,18.707358837310185,18.91607617652213,18.47544855288321,18.761470794677734,3844900
2015-02-12,18.746001732273402,19.008832389980036,18.591394942643753,18.831035614013672,3757600
2015-02-13,18.939266684594596,19.070682063424492,18.637784952048438,18.877424240112305,4515400
2015-02-17,18.923798508239766,19.078405297869416,18.769193193049738,18.831035614013672,3582400
2015-02-18,18.96437013924566,18.972213317061986,18.73692247037183,18.846725463867188,3233600
2015-02-19,18.80752118022187,19.034968989445456,18.776149945531728,18.98006820678711,1345900
2015-02-20,18.956526179143715,19.01142692565918,18.752608052134025,19.01142692565918,1529800
2015-02-23,18.90163485006425,19.00359321640164,18.729087851123282,18.79967498779297,2057900
2015-02-24,18.79966885409318,18.862412788891238,18.603593870857583,18.67418098449707,2512600
2015-02-25,18.634968049673066,18.66633927156905,18.313405171588236,18.478107452392578,2356500
2015-02-26,18.50947788946398,18.50947788946398,18.266345339978454,18.42320442199707,1733700
2015-02-27,18.39183932082226,18.399681005987883,17.834985430231395,17.9212589263916,4168100
2015-03-02,17.89772869845058,18.6741856463891,17.88988551765115,18.509483337402344,2883600
2015-03-03,18.5094762951587,18.666335363666335,18.352615730717854,18.407516479492188,1389400
2015-03-04,18.39968051641796,18.76830253861521,18.219291843731618,18.64281463623047,2666800
