Date,Open,High,Low,Close,Volume
2015-01-02,100.51684000386376,101.23822732260514,97.93348457946254,100.9847640991211,1321800
2015-01-05,100.09766206216776,100.23414055410669,88.69191277143167,89.92996978759766,5609000
2015-01-06,90.31991431405349,90.5051308802531,84.11011298889245,87.14189910888672,6799400
2015-01-07,88.19472357582437,88.61390957715959,85.55287968369554,86.35225677490234,3973500
2015-01-08,87.80479094870728,88.83813017768269,87.24912641873678,88.19473266601562,3246900
2015-01-09,88.29223375735099,89.19884526906198,85.94284727405935,87.04442596435547,2475900
2015-01-12,87.04440824560938,87.04440824560938,82.64783009453504,83.6226806640625,3570500
2015-01-13,85.03621758034885,86.17679094999477,81.96543683032405,83.65192413330078,2901100
2015-01-14,80.86384752319178,82.3553750638031,79.8500095291113,81.88744354248047,3916300
2015-01-15,82.17015272856003,83.30097548496533,80.99058447025408,81.01982879638672,3331000
2015-01-16,80.23019367928833,82.11165531408267,79.2065977487585,80.23993682861328,4509300
2015-01-20,80.34718768048776,82.70632443596452,79.24560913867923,82.34563446044922,3399800
2015-01-21,82.13117195902922,85.88434568864393,81.87770869302969,85.35792541503906,4274400
2015-01-22,89.32554766674266,89.77397799936703,80.0449742801082,83.86638641357422,7588100
2015-01-23,85.48464449686936,87.24912155843604,84.66576619238633,86.2060317993164,6580100
2015-01-26,86.61547227588852,89.23782270793224,86.49849496666523,88.18498229980469,4462900
2015-01-27,85.6893618876446,87.5220781811532,84.8119949352929,86.48873901367188,3230600
2015-01-28,86.76168712036002,87.19062368388231,83.84688645578791,84.0905990600586,4035000
2015-01-29,84.3245746581599,84.63652654436561,82.53085317185702,84.14910125732422,3160300
2015-01-30,83.22299255578196,83.81765197502794,80.62013598403342,80.76636505126953,4288500
2015-02-02,80.92234998450273,83.45696004434478,80.43492468693618,83.00852966308594,3084000
2015-02-03,83.72015998806762,88.04849867728606,83.51544227135044,87.82427978515625,3568300
2015-02-04,86.7616958618164,87.71705263932013,85.9623187367701,86.7616958618164,2760000
