Date,Open,High,Low,Close,Volume
2015-01-02,108.54822404733446,109.21450177197936,106.9380468278738,108.1040267944336,219300
2015-01-05,107.27121903612284,107.90576253124355,106.05763705214953,106.1607437133789,437300
2015-01-06,106.16072924727675,106.7397676572261,104.51882941751802,105.83551788330078,441500
2015-01-07,106.40666270784328,107.13640972942838,105.89109293928452,106.5018539428711,327100
2015-01-08,107.19981439603994,109.06381905385287,107.19981439603994,108.9289779663086,273800
2015-01-09,109.12725207774184,109.48418571454569,107.58053158283326,107.65984344482422,228900
2015-01-12,107.57263274212131,108.0882145048166,105.9386601068267,106.28766632080078,282800
2015-01-13,107.18396110679058,108.29442426026014,105.21683765901501,106.18453216552734,285500
2015-01-14,105.31203050478703,107.00152003586904,105.20891174494707,106.91426849365234,390600
2015-01-15,107.28706572173822,107.68366142659875,105.4944574928992,105.66896057128906,270300
2015-01-16,105.52619056266401,105.80381242557443,103.98740923785073,105.14546203613281,458600
2015-01-20,105.33582745961715,105.80380751249133,104.0905110679467,105.2961654663086,240500
2015-01-21,104.87576164224716,106.39868758734485,104.42363676161494,106.1290054321289,298200
2015-01-22,106.31937436549637,107.31086365685417,105.79587721804644,106.98566436767578,349100
2015-01-23,107.0253149436728,107.37432111297306,106.43836102543219,106.55733489990234,219900
2015-01-26,106.25592090140476,107.25533766719018,105.93863709256354,107.00151062011719,258400
2015-01-27,105.90696114947932,106.43045848285955,104.89960428279791,105.61347198486328,262900
2015-01-28,105.86726539697771,106.51767610215717,104.55056466535872,104.7171401977539,283900
2015-01-29,104.45537038592215,107.41397072030483,104.43950317010872,107.27120208740234,231100
2015-01-30,106.71597987827256,107.07292573844062,105.07407975469535,105.26445007324219,348500
2015-02-02,104.06673522938323,104.39987424814174,102.4327624741253,104.30469512939453,870300
2015-02-03,104.66158768000537,105.77999029708823,104.47915707325592,105.64514923095703,431100
2015-02-04,105.4389191858528,105.4468588452747,103.72563508709,104.26499938964844,591800
2015-02-05,107.7471172830932,111.99862368746955,107.7471172830932,110.78504180908203,1141300
2015-02-06,111.83997406471333,112.36348323104616,110.98332600247929,111.83204650878906,618900
2015-02-09,111.83995933732885,113.02974613878979,111.51474804017658,111.76063537597656,512000
2015-02-10,112.55386447976706,112.90287066222633,111.59410958114536,112.79182434082031,344400
2015-02-11,112.79978740055502,113.56124459011158,112.08590766930895,113.24397277832031,437400
2015-02-12,113.81504887326837,114.84618810615689,113.72779732707026,114.76687622070312,260500
2015-02-13,114.5447654017967,115.78214196744372,114.29887802056419,115.33001708984375,385200
2015-02-17,115.3776276779403,115.73456139136042,114.42578830463277,115.35382080078125,271500
2015-02-18,115.01276122372151,115.75042346895901,114.53684150843587,115.32210540771484,333800
2015-02-19,114.98895775412984,115.60764607533841,114.60028961259515,115.44107055664062,209600
2015-02-20,115.2181681468697,116.37249687710421,113.92054896548082,116.27696990966797,247800
2015-02-23,116.24511858675855,116.3565707520481,115.48883516890976,116.07793426513672,179700
2015-02-24,115.83111183968364,117.20834433864414,115.60025105096332,116.85806274414062,305500
2015-02-25,116.71483201940646,118.14779738974764,116.71483201940646,117.88508605957031,452400
2015-02-26,117.92489143742603,117.98858013607546,116.83423917569827,117.19248962402344,294900
2015-02-27,117.38353778743102,117.59052908468453,116.61132905700815,117.2083969116211,362700
2015-03-02,117.70198411043349,118.07614761349315,116.84220492132046,118.05225372314453,252400
2015-03-03,117.82139438637066,117.82935091834102,117.18451955480676,117.75770568847656,323100
2015-03-04,117.02531422291989,117.44724125479051,116.21329843725007,117.38355255126953,357200
2015-03-05,117.43125519527588,117.90891415049605,116.86603798388292,117.2959213256836,329900
2015-03-06,116.50782487830516,117.03323526511011,115.45697980994636,115.70376586914062,255100
2015-03-09,115.90281673842499,116.85812293993072,115.87893499444066,116.49192810058594,288600
2015-03-10,115.21024973420101,115.48888634458243,114.19921112060547,114.19921112060547,371800
2015-03-11,114.14346418785766,114.27082944077274,113.02097362411224,113.20407104492188,475200
2015-03-12,113.83298870084784,115.0510062339987,113.61804085753374,114.9156723022461,387600
2015-03-13,114.90768210146283,114.90768210146283,112.75028398231063,113.44287872314453,460900
2015-03-16,114.19122324448232,114.93955025793748,113.79317799454888,114.82012939453125,387200
2015-03-17,114.86788978462141,115.36943067317888,113.95239059340307,114.6529541015625,280600
2015-03-18,114.66886140286968,116.61132401615566,113.64986661350262,116.205322265625,333900
2015-03-19,115.7515174688921,116.48393118844031,114.77232986284405,114.93951416015625,292800
2015-03-20,115.13060952804261,115.97446355334698,114.31063724704856,114.39025115966797,696100
2015-03-23,114.62904423662576,115.3455206324663,113.97624437374438,114.00809478759766,363000
2015-03-24,113.7772608973965,114.41413577218461,113.11650427769942,113.65785217285156,364300
2015-03-25,113.87278710071168,114.97935248100312,112.68661995372557,112.70254516601562,300000
2015-03-26,112.39205530227864,113.44290063362605,112.12138743719005,113.20407104492188,261500
2015-03-27,113.25181121633084,114.84399195004917,113.14035905086554,114.68477630615234,371700
2015-03-30,115.48090404822297,116.81834261404124,115.48090404822297,116.5237808227539,273000
2015-03-31,116.0381466343813,117.31985282226577,115.43312222885818,117.07306671142578,436300
2015-04-01,116.92977253456101,118.76077090413945,116.54764036149757,117.2083969116211,546800
2015-04-02,117.20045169245827,118.49808317556189,117.20045169245827,117.66218566894531,300800
2015-04-06,116.6351646597586,120.07427997259214,116.57944466533947,119.31002807617188,379100
2015-04-07,119.70813076786712,119.70813076786712,118.07615487665299,118.10003662109375,233500
2015-04-08,118.06820210970534,118.72895880550175,117.03328183740518,118.1955795288086,277600
2015-04-09,118.1637182108168,118.69710958573388,117.39947806138537,117.52685546875,388200
2015-04-10,117.83732620888705,118.1159506120066,117.18452612938037,118.10799407958984,209600
2015-04-13,118.21944115486014,118.56175424463484,117.06511234073594,117.23228454589844,248000
2015-04-14,117.16858859805232,117.6303225246103,116.24513289231281,117.01734161376953,186800
2015-04-15,117.42333022435541,118.21146406806884,117.24818937019688,117.89302062988281,250500
