Date,Open,High,Low,Close,Volume
2015-01-02,39.5481423566343,39.5481423566343,38.47570892361384,39.04708480834961,1122800
2015-01-05,38.967981268305905,39.01193275156166,37.728527308824454,37.834014892578125,1146100
2015-01-06,37.816429626938145,38.11530437604726,37.2802128694233,37.40327835083008,1146100
2015-01-07,37.51755927439423,37.535140538553044,37.06924542155262,37.41207504272461,989500
2015-01-08,37.75489915364265,38.46692186833819,37.658203882935084,38.4317626953125,915700
2015-01-09,38.3878071531333,38.42296967879387,37.97465921311218,38.203208923339844,794100
2015-01-12,38.28232395911394,38.466922193872534,37.71973694654502,38.33506774902344,1162600
2015-01-13,38.607565469221825,39.0910417832993,38.08893333827107,38.4493408203125,933500
2015-01-14,38.12408866033951,38.35264168634018,37.66698596162063,38.238365173339844,739200
2015-01-15,38.27353304304339,38.440550005941205,37.7548975386647,37.95707702636719,809800
2015-01-16,37.83400588430756,38.15046185365401,37.47359844217019,38.124088287353516,811600
2015-01-20,38.25595552508578,38.47571629670051,37.81643398185633,38.282325744628906,670800
2015-01-21,38.10651802615071,38.42297408683492,37.89554955455016,38.212005615234375,805600
2015-01-22,38.396601567185876,39.35475864765022,38.22958459106207,39.34596633911133,1283400
2015-01-23,38.932823181152344,39.19653546404968,38.67789985459535,38.932823181152344,914700
2015-01-26,39.15257167202008,39.996452053414195,39.15257167202008,39.76790237426758,1586000
2015-01-27,39.36354760290592,39.644841117052955,38.73063887271668,39.34596633911133,1121200
2015-01-28,39.52177026106588,39.97008404378823,38.86248804800115,38.96797561645508,1318300
2015-01-29,38.83611742337658,39.25805763289878,38.68667837961594,39.1789436340332,1460300
2015-01-30,38.862494397583966,39.37234100189814,38.04498405155144,38.396602630615234,6983400
2015-02-02,38.58998480200509,38.871278262840924,38.132882089826225,38.70425796508789,1262500
2015-02-03,38.924023920576545,39.11741445836509,38.58998998675652,38.95039749145508,990500
2015-02-04,38.89765750146763,38.9504012950923,38.29111896455895,38.73942947387695,1050000
2015-02-05,39.02950043437517,39.38990783691406,38.86248016152506,39.38990783691406,930700
2015-02-06,39.328386002002816,39.829440252741925,39.25806095116358,39.592098236083984,1098100
2015-02-09,39.36354221228452,39.54814378020594,39.14378147487198,39.29322052001953,766200
2015-02-10,39.486609200338094,39.662418467655016,39.10862380253859,39.54814529418945,548100
2015-02-11,39.48661200899434,39.794279087003815,39.46903409896692,39.627262115478516,926200
2015-02-12,39.934925403565714,39.934925403565714,39.48661157725692,39.83823013305664,706700
2015-02-13,39.86459673691558,40.31291052257966,39.77669378257659,40.268959045410156,797600
2015-02-17,40.119521456792945,40.49751021009342,39.77669522781878,40.31291198730469,1028300
2015-02-18,40.24259387819729,40.25138618743648,39.847027147803935,40.08436584472656,657600
2015-02-19,40.057988568332505,40.585413018152934,39.961293303432754,40.0931510925293,781400
2015-02-20,40.05799663505129,40.119529388145466,39.77670309139692,40.005252838134766,988200
2015-02-23,39.99645536024097,40.12831314779665,39.70636956893159,39.97008514404297,1772900
2015-02-24,40.08436070276853,42.33471205979361,39.97008752358559,42.08858108520508,2764000
2015-02-25,41.763337423893155,42.6248026379135,41.75454846808142,42.334716796875,1889600
2015-02-26,42.19406308331677,43.0906873262312,42.009464862115145,42.88850784301758,1636000
2015-02-27,42.96761779166745,43.02915052626271,42.38744961313889,42.45777130126953,1299100
2015-03-02,42.3083417646079,42.783022449976755,42.14132144362871,42.41382598876953,1291400
2015-03-03,42.11495378562864,42.30834433608164,41.947936807781296,42.2643928527832,1778900
2015-03-04,41.80728348387951,42.27317516958955,41.763328654200464,42.185272216796875,947800
2015-03-05,42.28196344323488,42.28196344323488,41.89518576257461,42.16769027709961,659400
2015-03-06,41.77212189994195,42.04462642497392,41.464454851689844,41.89518737792969,1291600
2015-03-09,41.95672563838906,42.22043789067888,41.81607888028227,42.04463195800781,1139200
2015-03-10,41.649053753044214,41.816070697713144,41.490825761975735,41.49961471557617,1152900
2015-03-11,41.508415020122065,42.202856499966224,41.37655721773168,41.82487106323242,1801800
2015-03-12,41.97430835686691,42.52810645316481,41.86882412295224,42.4226188659668,1076800
2015-03-13,42.167696228083415,42.69512071735219,42.07100095595141,42.22922897338867,965300
2015-03-16,42.51930752619902,43.28407732457449,42.36107952331325,43.0906867980957,1176000
2015-03-17,42.844553652218266,43.09947355204649,42.64237082852162,42.818180084228516,848900
2015-03-18,42.651163350829215,43.32802680908247,42.5280978771982,43.2489128112793,1255000
2015-03-19,43.13464106315182,43.29286907626171,42.94125052417683,42.958831787109375,937000
2015-03-20,43.17858990557518,43.495045912459105,42.95004020798281,43.310447692871094,1644900
2015-03-23,43.3983586295108,43.521424131866965,43.161016580702444,43.21376037597656,993800
2015-03-24,43.12584713486864,43.49504355402572,43.12584713486864,43.35439682006836,794400
2015-03-25,43.319240365222576,43.415935637101164,42.33471308963564,42.343502044677734,1067200
2015-03-26,42.21164076265181,42.39623896818582,41.95671751503861,42.246803283691406,872000
2015-03-27,42.15889796999219,42.38745100882803,42.04462480385692,42.16769027709961,706500
2015-03-30,42.369876421301115,42.739072899178936,42.19406713757127,42.58084487915039,881700
2015-03-31,42.325917078467235,42.53688549713819,42.141315520526966,42.35228729248047,653500
