Date,Open,High,Low,Close,Volume
2015-01-02,51.04937050670104,51.44042028223633,50.591277124179555,50.93764114379883,4273821
2015-01-05,50.434870915810826,50.546600311720624,49.11645506020519,49.36226272583008,8517922
2015-01-06,49.40694687616967,49.49633037913362,48.021496590982714,48.568973541259766,8104437
2015-01-07,49.217005604090396,49.328737981201115,48.31199461131654,48.49076461791992,6416563
2015-01-08,49.295234274331435,50.1220349527596,48.99356185453573,49.69746017456055,8559165
2015-01-09,50.088494707245125,50.27843762908086,49.161137950346586,49.61922836303711,4518961
2015-01-12,49.58570908301539,49.71978432448503,48.39019885733258,49.328731536865234,5768478
2015-01-13,49.74213555455872,50.04380787497366,48.16674530839893,48.72539520263672,7544178
2015-01-14,48.04385256811926,48.87065313899651,46.87068785580953,48.5242919921875,9036516
2015-01-15,48.937682354424545,49.45164051066051,48.334340691821104,48.39020538330078,5421530
2015-01-16,48.33434316739379,50.08850355356845,48.323170228525605,50.0438117980957,6981319
2015-01-20,50.27844429770539,50.31196011821281,48.8036074480987,49.306392669677734,6180627
2015-01-21,49.105277424125994,50.043810249252566,48.770089268454385,49.987945556640625,4919447
2015-01-22,50.25610002006651,50.80357102332692,49.59689064561369,50.68067169189453,4378158
2015-01-23,50.44603456580214,50.64714745334364,49.78682821757093,49.798004150390625,5120533
2015-01-26,49.641578894141745,49.82034590123171,49.07175606441961,49.786827087402344,8352528
2015-01-27,48.93768393789288,49.88738671839966,48.390206949054495,49.3510856628418,4934975
2015-01-28,49.42929355406184,49.6862711292535,47.94328680392514,48.077362060546875,7999608
2015-01-29,49.23936013506991,50.658329445015035,48.16675195064961,50.28961944580078,12424068
2015-01-30,49.69744475351191,51.08289508031217,49.317564854505065,50.457210540771484,8583123
2015-02-02,50.63597559355966,51.02703141027018,49.64157814243384,50.52424621582031,5532964
2015-02-03,51.261653535036835,52.5688960708131,51.13875422990716,52.39012908935547,7412017
2015-02-04,51.98789856712561,52.133149737466084,51.39572993303756,51.64154052734375,4651472
2015-02-05,52.05495604177427,53.65269556795796,51.92088075151026,53.406890869140625,11126773
2015-02-06,53.65270251503255,54.18900374553008,53.462759501273965,54.077274322509766,6085705
2015-02-09,53.864975701751696,54.60238967859269,53.85379976808548,53.92083740234375,6464621
2015-02-10,54.18899154663086,54.3342427584827,53.59682274330679,54.18899154663086,4403171
2015-02-11,53.86497012023723,54.07725294543507,53.37335486403831,53.71971893310547,4413499
2015-02-12,54.24484594506604,55.26158621109112,54.06607895229198,54.91522216796875,4921344
2015-02-13,54.81467092883476,55.65264423571313,54.69176562174784,55.23924255371094,5796161
2015-02-17,54.200153662108704,55.58560383168342,54.200153662108704,55.384490966796875,6328105
2015-02-18,54.88170464985835,55.52973497857236,54.736453478110256,55.20572280883789,4289208
2015-02-19,54.647069948496345,55.73085379174071,54.41244127253217,55.507389068603516,5346773
2015-02-20,55.37332905710071,55.65265554590906,54.70295267105674,55.339813232421875,4263914
2015-02-23,54.971090621579684,55.55208335627314,54.87053119210621,55.295108795166016,5451883
2015-02-24,55.52973980206387,56.11073855027858,55.41801042533905,55.652645111083984,8722310
2015-02-25,55.69734573364258,56.021363972379305,55.395673373810226,55.69734573364258,3605922
2015-02-26,55.41800662250675,55.697333039773994,54.79232215578273,55.02695083618164,5070437
